,nomes,idade,cidade,estado,cpf,cnpj,validade_cpf,validade_cnpj
7376,Steven,72,Abaiara,CE,84739359006,30527706030327,True,True
7377,Paul,29,Brasília,DF,83076814486,84643676609414,True,True
7378,Victor,62,Afonso Cláudio,ES,44544203007,14790462138948,True,True
7379,Jerry,81,Abadia De Goiás,GO,95252345171,22421065128964,True,True
7380,Rhonda,33,Açailândia,MA,93828888615,04794943389032,True,True
7381,Timothy,60,Abadia Dos Dourados,MG,65346855904,58007851237669,True,True
7382,Marc,26,Água Clara,MS,32300429136,17281320982370,True,True
7383,Gloria,48,Acorizal,MT,98153599674,27522621278041,True,True
7384,Rodney,78,Abaetetuba,PA,68107829905,39825652781917,True,True
7385,Jo,20,Água Branca,PB,24429937249,33968048087404,True,True
7386,Christopher,64,Abreu E Lima,PE,14594786146,67592122518615,True,True
7387,Renee,24,Acauã,PI,64720707769,27179552416183,True,True
7388,Julie,81,Abatiá,PR,72378889437,57112518562566,True,True
7389,Marissa,74,Angra Dos Reis,RJ,19153272706,94479153277176,True,True
7390,Felicia,26,Acari,RN,96144474862,37698876269960,True,True
7391,Curtis,72,Alta Floresta D'Oeste,RO,46955452681,11588090100404,True,True
7392,Kurt,20,Amajari,RR,46976643290,83353913761900,True,True
7393,Jennifer,81,Aceguá,RS,28240401732,43017965567167,True,True
7394,Joshua,52,Abdon Batista,SC,90785988831,60933119666783,True,True
7395,Teresa,81,Amparo De São Francisco,SE,64443044582,37274921780654,True,True
7396,Kenneth,81,Adamantina,SP,28225269071,29224150272918,True,True
7397,John,20,Abreulândia,TO,77455969120,28354471295400,True,True
7398,Jason,20,Acrelândia,AC,59234089022,17038295310626,True,True
7399,Rachel,66,Água Branca,AL,08999566706,14747121659612,True,True
7400,William,66,Alvarães,AM,98795827307,74943013283418,True,True
7401,Erin,75,Serra Do Navio,AP,10881510947,99656131555140,True,True
7402,Veronica,78,Abaíra,BA,87204356659,24675568073992,True,True
7403,Jonathan,51,Abaiara,CE,67221876088,37670167690176,True,True
7404,Elijah,46,Brasília,DF,80185295665,47752560732345,True,True
7405,Angela,72,Afonso Cláudio,ES,67461677209,93303815932236,True,True
7406,Lauren,68,Abadia De Goiás,GO,43073070036,84851074265931,True,True
7407,Leslie,44,Açailândia,MA,59719703059,37844829025418,True,True
7408,Bryan,67,Abadia Dos Dourados,MG,89219035693,11638950297580,True,True
7409,Paul,74,Água Clara,MS,26671393486,90308484518572,True,True
7410,Kenneth,25,Acorizal,MT,21053392630,68793077821993,True,True
7411,Maria,33,Abaetetuba,PA,22927014302,93807608366191,True,True
7412,Ryan,35,Água Branca,PB,58642431326,37691559986584,True,True
7413,Barbara,52,Abreu E Lima,PE,79530537301,38525308431612,True,True
7414,Jacob,70,Acauã,PI,47256781806,73660379541564,True,True
7415,Cody,77,Abatiá,PR,06645038100,82383668914687,True,True
7416,Katherine,21,Angra Dos Reis,RJ,23844855203,07022510227235,True,True
7417,John,38,Acari,RN,85538002616,03405137863589,True,True
7418,Tyler,82,Alta Floresta D'Oeste,RO,08265142277,27581844405537,True,True
7419,Victor,61,Amajari,RR,47879702407,67481059046969,True,True
7420,Karl,84,Aceguá,RS,82529379505,94040932017691,True,True
7421,Gary,24,Abdon Batista,SC,92884714642,98303720577070,True,True
7422,Jordan,20,Amparo De São Francisco,SE,75035071014,70501043152319,True,True
7423,Michelle,89,Adamantina,SP,78728080726,58229549754471,True,True
7424,Stephanie,19,Abreulândia,TO,34473931730,20868762855800,True,True
7425,Jon,33,Acrelândia,AC,09911235068,66007780702481,True,True
7426,Robin,48,Água Branca,AL,09506489491,28164145878371,True,True
7427,Luis,77,Alvarães,AM,23571294254,76524263771087,True,True
7428,Martin,25,Serra Do Navio,AP,27451796671,84046794434629,True,True
7429,Jacqueline,87,Abaíra,BA,54374008535,77587685034558,True,True
7430,Leah,71,Abaiara,CE,63402590069,97271953338321,True,True
7431,Breanna,50,Brasília,DF,74823557743,96808314741011,True,True
7432,Stephanie,69,Afonso Cláudio,ES,27299256355,02186309621849,True,True
7433,Patricia,19,Abadia De Goiás,GO,37654190280,76656612302294,True,True
7434,Cory,61,Açailândia,MA,27692520542,42451161172350,True,True
7435,Amanda,25,Abadia Dos Dourados,MG,27738140020,12051027749185,True,True
7436,Elizabeth,79,Água Clara,MS,81464760748,89988764506230,True,True
7437,Angela,79,Acorizal,MT,19355230311,17636386756831,True,True
7438,Mark,38,Abaetetuba,PA,01894690214,56903760857129,True,True
7439,Jon,42,Água Branca,PB,72287322353,06465222204080,True,True
7440,Sarah,42,Abreu E Lima,PE,03138775560,67802029615898,True,True
7441,Charles,77,Acauã,PI,18511114505,91549323684115,True,True
7442,John,36,Abatiá,PR,88434646200,78856036728154,True,True
7443,Aaron,52,Angra Dos Reis,RJ,06055942100,46971130629429,True,True
7444,Brenda,37,Acari,RN,11361579218,24588585021410,True,True
7445,Carla,48,Alta Floresta D'Oeste,RO,14977232216,61606690775709,True,True
7446,Robert,77,Amajari,RR,44993657919,74632077113586,True,True
7447,Robert,25,Aceguá,RS,42204220051,07112002941803,True,True
7448,Melissa,19,Abdon Batista,SC,61505026350,97120634679309,True,True
7449,Bridget,70,Amparo De São Francisco,SE,10810388537,56688151828692,True,True
7450,Gregory,29,Adamantina,SP,78091126603,12632055133322,True,True
7451,Derrick,43,Abreulândia,TO,96239424862,53196943083206,True,True
7452,Jacqueline,86,Acrelândia,AC,67512448864,30010354121996,True,True
7453,Bradley,55,Água Branca,AL,27588724986,16633715333358,True,True
7454,Stephanie,38,Alvarães,AM,25240954283,81559412992098,True,True
7455,Lindsey,30,Serra Do Navio,AP,93435145226,65198219502708,True,True
7456,Timothy,53,Abaíra,BA,57348328121,05986342545487,True,True
7457,Carl,68,Abaiara,CE,39317817718,51193376553108,True,True
7458,Jimmy,64,Brasília,DF,08376411950,97077866859737,True,True
7459,Laura,48,Afonso Cláudio,ES,61663645396,08529942451779,True,True
7460,Laura,44,Abadia De Goiás,GO,50007811632,41588480965411,True,True
7461,Robert,23,Açailândia,MA,60214336700,33890518854651,True,True
7462,Billy,90,Abadia Dos Dourados,MG,46940332049,22120046036610,True,True
7463,Timothy,61,Água Clara,MS,46783710874,71260772943765,True,True
7464,Christopher,90,Acorizal,MT,04089875293,51380919600463,True,True
7465,Anthony,70,Abaetetuba,PA,17909829523,96713192333399,True,True
7466,Shannon,47,Água Branca,PB,86825427067,41884534680220,True,True
7467,Oscar,39,Abreu E Lima,PE,46336720705,85286697297075,True,True
7468,Karen,21,Acauã,PI,04966571006,18400102365176,True,True
7469,Nathan,23,Abatiá,PR,30193202085,36287009215705,True,True
7470,Mitchell,23,Angra Dos Reis,RJ,42890712109,03559191406501,True,True
7471,William,29,Acari,RN,27836342522,31186227956063,True,True
7472,Christopher,87,Alta Floresta D'Oeste,RO,90029025737,73950553264836,True,True
7473,Danny,34,Amajari,RR,31311156020,52527246401610,True,True
7474,James,83,Aceguá,RS,36475936642,37044245134836,True,True
7475,Brian,75,Abdon Batista,SC,99599221974,85171943376008,True,True
7476,Steven,32,Amparo De São Francisco,SE,76629625552,63735341658821,True,True
7477,Richard,70,Adamantina,SP,40493969985,95922737586350,True,True
7478,Nicole,65,Abreulândia,TO,43593237601,95975134048765,True,True
7479,Melissa,20,Acrelândia,AC,05181425313,92686552515032,True,True
7480,Jennifer,83,Água Branca,AL,10009064265,61195213095144,True,True
7481,Benjamin,50,Alvarães,AM,58841535113,66301484348547,True,True
7482,Kenneth,75,Serra Do Navio,AP,01746154268,14101092524878,True,True
7483,Nicole,29,Abaíra,BA,11421684764,58371929681970,True,True
7484,Mark,69,Abaiara,CE,76943947656,80434341946431,True,True
7485,Gregory,51,Brasília,DF,76922665147,57851154150505,True,True
7486,Michael,41,Afonso Cláudio,ES,83092152824,09039245451530,True,True
7487,Catherine,89,Abadia De Goiás,GO,51297551893,42745199565302,True,True
7488,Mario,61,Açailândia,MA,73197895150,15163677102700,True,True
7489,Steven,66,Abadia Dos Dourados,MG,21306795524,00208759034220,True,True
7490,Laura,58,Água Clara,MS,04416343620,47846297757429,True,True
7491,Frank,88,Acorizal,MT,78811105625,70633907467420,True,True
7492,Daryl,26,Abaetetuba,PA,45471715055,63052458885890,True,True
7493,Scott,72,Água Branca,PB,84435919273,42539593009084,True,True
7494,Brandy,52,Abreu E Lima,PE,95573477919,00116861449757,True,True
7495,Alexander,28,Acauã,PI,30809117843,20507892500873,True,True
7496,Michelle,30,Abatiá,PR,68292663860,31744157396806,True,True
7497,Alex,56,Angra Dos Reis,RJ,12061767095,30291870107003,True,True
7498,Elijah,73,Acari,RN,29284330580,36339214419259,True,True
7499,Shelly,63,Alta Floresta D'Oeste,RO,10663075637,89399836028043,True,True
7500,Lisa,23,Amajari,RR,71181088470,19320751203570,True,True
7501,Daniel,86,Aceguá,RS,18058452840,82339213876045,True,True
7502,Lisa,83,Abdon Batista,SC,02840044056,40928877790383,True,True
7503,Terri,82,Amparo De São Francisco,SE,12089625902,89736710280379,True,True
7504,Austin,24,Adamantina,SP,05653390445,02224832142337,True,True
7505,Amanda,61,Abreulândia,TO,15457770559,37790758236702,True,True
7506,Nicolas,42,Acrelândia,AC,25272340540,15040543465846,True,True
7507,James,21,Água Branca,AL,22669853021,85795364907406,True,True
7508,Alyssa,52,Alvarães,AM,72012255450,62440000961291,True,True
7509,Alec,38,Serra Do Navio,AP,05328270401,59156503418084,True,True
7510,Charles,82,Abaíra,BA,21796629715,97466091558163,True,True
7511,Anthony,44,Abaiara,CE,98017100809,55404114058430,True,True
7512,Leah,84,Brasília,DF,33741186406,04842956946842,True,True
7513,Karen,55,Afonso Cláudio,ES,14519058236,54091420568270,True,True
7514,John,59,Abadia De Goiás,GO,33735022332,23887685471170,True,True
7515,Kevin,45,Açailândia,MA,27487985385,73892341003450,True,True
7516,Dylan,59,Abadia Dos Dourados,MG,61715458052,64387480931392,True,True
7517,John,66,Água Clara,MS,75644558703,91143227973360,True,True
7518,Gerald,49,Acorizal,MT,55363037831,97747626058872,True,True
7519,Taylor,49,Abaetetuba,PA,23667700490,07623590632707,True,True
7520,Evan,64,Água Branca,PB,28603607605,00880300059778,True,True
7521,Michael,75,Abreu E Lima,PE,29898539526,36927076833580,True,True
7522,Ryan,74,Acauã,PI,47111692020,06681469092057,True,True
7523,Joseph,47,Abatiá,PR,70097527106,80760267077178,True,True
7524,Justin,77,Angra Dos Reis,RJ,56019145751,53249558864346,True,True
7525,Noah,40,Acari,RN,65947447550,05555050439460,True,True
7526,Megan,27,Alta Floresta D'Oeste,RO,05980435948,78004894316816,True,True
7527,Stacy,69,Amajari,RR,89409615445,21550430424941,True,True
7528,Melissa,59,Aceguá,RS,61932331301,36915569568910,True,True
7529,Richard,85,Abdon Batista,SC,26107499962,25037721843706,True,True
7530,Rodney,23,Amparo De São Francisco,SE,07663832884,45248641403138,True,True
7531,Jeffrey,54,Adamantina,SP,99361860798,45193919001906,True,True
7532,Laura,79,Abreulândia,TO,21008360996,44960051810051,True,True
7533,Carol,53,Acrelândia,AC,61421586886,45324894568576,True,True
7534,William,36,Água Branca,AL,40251348296,87913946395717,True,True
7535,Arthur,52,Alvarães,AM,34523432945,71196151096463,True,True
7536,Carrie,67,Serra Do Navio,AP,73761268564,74858590303704,True,True
7537,Stephen,29,Abaíra,BA,92967150835,80475925979469,True,True
7538,Angela,24,Abaiara,CE,05743151440,72459209124367,True,True
7539,David,90,Brasília,DF,75207359584,59160754268715,True,True
7540,Parker,58,Afonso Cláudio,ES,47680512000,09736269759918,True,True
7541,Christina,60,Abadia De Goiás,GO,05318378668,48270649875953,True,True
7542,Gina,87,Açailândia,MA,21630269573,73406453401506,True,True
7543,Jacob,28,Abadia Dos Dourados,MG,37656623566,43176972693913,True,True
7544,Peter,53,Água Clara,MS,94544630983,05948077969137,True,True
7545,Anita,28,Acorizal,MT,06105025149,39776294600881,True,True
7546,Kathy,27,Abaetetuba,PA,62593818328,99016696255797,True,True
7547,Steven,40,Água Branca,PB,35598168901,22154227781002,True,True
7548,Janet,30,Abreu E Lima,PE,07152128421,01060399092420,True,True
7549,Shelly,54,Acauã,PI,83841710689,42586991337300,True,True
7550,Travis,80,Abatiá,PR,85779130825,17736778095957,True,True
7551,Lisa,54,Angra Dos Reis,RJ,79747965020,96985779989333,True,True
7552,Cynthia,85,Acari,RN,02207766284,69243474344331,True,True
7553,Joseph,29,Alta Floresta D'Oeste,RO,05582867392,53640096372849,True,True
7554,Cameron,85,Amajari,RR,99549986403,34087774742012,True,True
7555,Kimberly,50,Aceguá,RS,66524416325,21122012597114,True,True
7556,Lori,46,Abdon Batista,SC,09362983753,94401500205074,True,True
7557,John,47,Amparo De São Francisco,SE,00412712466,24605120064316,True,True
7558,Patricia,76,Adamantina,SP,88426062350,88545875629808,True,True
7559,Lisa,78,Abreulândia,TO,92530359946,22871305020218,True,True
7560,Donna,65,Acrelândia,AC,11358696691,45029443281649,True,True
7561,Nicholas,68,Água Branca,AL,31396944230,15787298510563,True,True
7562,Johnny,67,Alvarães,AM,92962581382,11454806907333,True,True
7563,Allison,37,Serra Do Navio,AP,98194668735,86737494664617,True,True
7564,Wanda,67,Abaíra,BA,29606748120,25740676130607,True,True
7565,Donald,49,Abaiara,CE,10409274160,33760369829920,True,True
7566,Julie,90,Brasília,DF,00960707220,84270845576579,True,True
7567,Melanie,90,Afonso Cláudio,ES,49100278580,57520019202641,True,True
7568,Ronald,27,Abadia De Goiás,GO,37858349260,85664107309104,True,True
7569,Taylor,69,Açailândia,MA,26997599451,65779469839523,True,True
7570,Thomas,68,Abadia Dos Dourados,MG,34336643660,40227683255552,True,True
7571,Jill,88,Água Clara,MS,59107151942,86395791339127,True,True
7572,Jason,44,Acorizal,MT,29672004176,74754531963362,True,True
7573,Bonnie,64,Abaetetuba,PA,70861710690,54898204788435,True,True
7574,Kimberly,56,Água Branca,PB,57192666904,25218168204012,True,True
7575,Danielle,63,Abreu E Lima,PE,39687039876,74825830731300,True,True
7576,Gerald,39,Acauã,PI,05947963779,58332112816839,True,True
7577,Jennifer,29,Abatiá,PR,16000969562,03350302429770,True,True
7578,Andrea,79,Angra Dos Reis,RJ,36456818095,67124927758430,True,True
7579,William,28,Acari,RN,58219364203,22020950744306,True,True
7580,Amanda,69,Alta Floresta D'Oeste,RO,83952104698,89853255624660,True,True
7581,Richard,64,Amajari,RR,94743008956,00033243144047,True,True
7582,Joseph,70,Aceguá,RS,94844756397,22492544255060,True,True
7583,Katherine,68,Abdon Batista,SC,10177364300,06719339654404,True,True
7584,Dawn,63,Amparo De São Francisco,SE,29160693991,47646649849275,True,True
7585,Casey,68,Adamantina,SP,30565919024,65955687845547,True,True
7586,Heidi,57,Abreulândia,TO,46425030801,98843635399228,True,True
7587,Kathleen,35,Acrelândia,AC,48905587640,49430932689234,True,True
7588,James,23,Água Branca,AL,96376049362,15913136138439,True,True
7589,Amanda,73,Alvarães,AM,36650763152,16775383349935,True,True
7590,Amanda,89,Serra Do Navio,AP,01572768487,76956599186019,True,True
7591,Jennifer,52,Abaíra,BA,73390070400,16168488890538,True,True
7592,Christina,45,Abaiara,CE,22636031740,07667046827509,True,True
7593,Aaron,27,Brasília,DF,69686629220,78126286117849,True,True
7594,Sonya,69,Afonso Cláudio,ES,50395709458,57851287378418,True,True
7595,Michelle,24,Abadia De Goiás,GO,43126165583,55812655431483,True,True
7596,Michael,88,Açailândia,MA,39727270387,32846914222493,True,True
7597,David,40,Abadia Dos Dourados,MG,59120918720,66803082257235,True,True
7598,Robert,64,Água Clara,MS,78915982827,80872292359718,True,True
7599,John,69,Acorizal,MT,08564166496,58815830692016,True,True
7600,Debra,89,Abaetetuba,PA,94308107237,19441826398304,True,True
7601,Ryan,21,Água Branca,PB,29055630950,65589061954347,True,True
7602,Steven,42,Abreu E Lima,PE,52323720503,65323084005966,True,True
7603,Tyler,29,Acauã,PI,98123537719,32455150235302,True,True
7604,Kyle,37,Abatiá,PR,42477747606,78465825419374,True,True
7605,Jonathan,64,Angra Dos Reis,RJ,38364481738,67818872644455,True,True
7606,Rebecca,88,Acari,RN,15101278521,79976072074831,True,True
7607,Rebecca,55,Alta Floresta D'Oeste,RO,11007653795,65786771304826,True,True
7608,Robin,68,Amajari,RR,91739173899,44432979908977,True,True
7609,Roy,89,Aceguá,RS,52029049247,79732440370870,True,True
7610,Margaret,25,Abdon Batista,SC,38473505360,86720312146300,True,True
7611,Paula,64,Amparo De São Francisco,SE,26785852552,45789022592379,True,True
7612,Nicole,45,Adamantina,SP,03706775280,61403016731266,True,True
7613,Sarah,25,Abreulândia,TO,43703895187,32357089935184,True,True
7614,Danielle,87,Acrelândia,AC,00679586059,42158141966359,True,True
7615,Kim,70,Água Branca,AL,09102633370,52073410615209,True,True
7616,Karen,69,Alvarães,AM,50357307518,88261606887851,True,True
7617,Alexis,23,Serra Do Navio,AP,14034443316,25376830882648,True,True
7618,Jennifer,71,Abaíra,BA,56807080271,99735905430341,True,True
7619,Elizabeth,62,Abaiara,CE,32399902882,00539701510134,True,True
7620,Alexis,66,Brasília,DF,25678684612,23949604800113,True,True
7621,Peter,59,Afonso Cláudio,ES,17380804391,79964362987240,True,True
7622,Michelle,81,Abadia De Goiás,GO,30789964767,11714278104198,True,True
7623,Emily,85,Açailândia,MA,18058654558,50186886682599,True,True
7624,Nicole,80,Abadia Dos Dourados,MG,18583319863,93786640472248,True,True
7625,David,79,Água Clara,MS,77030702034,46466869216219,True,True
7626,Nicole,27,Acorizal,MT,70029799813,67071611491910,True,True
7627,Jacob,81,Abaetetuba,PA,16842186080,09281571410870,True,True
7628,Tony,89,Água Branca,PB,94311154178,70157455344452,True,True
7629,Dale,68,Abreu E Lima,PE,15247495403,78045678238915,True,True
7630,Diana,86,Acauã,PI,33370163080,96134058905582,True,True
7631,Thomas,67,Abatiá,PR,01447831349,34964930970704,True,True
7632,Terri,44,Angra Dos Reis,RJ,22720484717,19189568557206,True,True
7633,Benjamin,51,Acari,RN,09285453775,80041385783004,True,True
7634,Troy,35,Alta Floresta D'Oeste,RO,18673701740,50077583496319,True,True
7635,Randy,74,Amajari,RR,47265028163,81246283762678,True,True
7636,Vicki,63,Aceguá,RS,59104795806,40866325046834,True,True
7637,Andrew,84,Abdon Batista,SC,34710286337,10989690149844,True,True
7638,Amber,87,Amparo De São Francisco,SE,98527221829,94879162231910,True,True
7639,Larry,35,Adamantina,SP,48375693405,71541001366846,True,True
7640,Melissa,42,Abreulândia,TO,62875430190,30376243710480,True,True
7641,Tiffany,27,Acrelândia,AC,29683276660,96949156205169,True,True
7642,Kaitlin,54,Água Branca,AL,47969355501,96407293171765,True,True
7643,Lori,44,Alvarães,AM,72790192340,80686355127107,True,True
7644,Julie,53,Serra Do Navio,AP,04493612762,66207612089800,True,True
7645,Jasmin,56,Abaíra,BA,69795288075,77588705067942,True,True
7646,Jill,33,Abaiara,CE,30850010853,42605415715065,True,True
7647,Kelly,44,Brasília,DF,35459973406,59901587089706,True,True
7648,Mia,60,Afonso Cláudio,ES,39183583483,59717580285244,True,True
7649,Garrett,40,Abadia De Goiás,GO,60949912735,64562674189508,True,True
7650,William,25,Açailândia,MA,56573371232,30191381117042,True,True
7651,Elizabeth,71,Abadia Dos Dourados,MG,41091910847,14463058208844,True,True
7652,Jessica,68,Água Clara,MS,09179690904,61628050186370,True,True
7653,Julia,37,Acorizal,MT,79536339900,13968445084887,True,True
7654,Sergio,66,Abaetetuba,PA,59179138039,74252881141070,True,True
7655,Andrea,57,Água Branca,PB,60852096577,46807846078081,True,True
7656,Jasmine,25,Abreu E Lima,PE,43364882584,51696635203058,True,True
7657,Tonya,47,Acauã,PI,02153318424,37888826845955,True,True
7658,Julie,58,Abatiá,PR,11552660133,25112860025302,True,True
7659,Beth,33,Angra Dos Reis,RJ,73573669018,89563119768637,True,True
7660,Rebecca,37,Acari,RN,88252142273,28676881540103,True,True
7661,Anthony,78,Alta Floresta D'Oeste,RO,81861842791,38353406898380,True,True
7662,Amanda,73,Amajari,RR,82299116656,99038971803304,True,True
7663,Kevin,19,Aceguá,RS,48594183950,45501866371104,True,True
7664,Patrick,67,Abdon Batista,SC,94633763725,00356362379500,True,True
7665,Ashley,66,Amparo De São Francisco,SE,58800587194,45775029811319,True,True
7666,Kristin,79,Adamantina,SP,17850335490,38321835413380,True,True
7667,Marcus,65,Abreulândia,TO,96654480643,34024018720407,True,True
7668,Matthew,83,Acrelândia,AC,45485744176,45595949389734,True,True
7669,Lisa,33,Água Branca,AL,32536910040,14524899654784,True,True
7670,Cassandra,40,Alvarães,AM,39070861801,64902846125903,True,True
7671,Jack,84,Serra Do Navio,AP,53020640903,87268123173880,True,True
7672,Anthony,84,Abaíra,BA,27187003439,26130058594698,True,True
7673,Vicki,32,Abaiara,CE,81324292814,76114326342681,True,True
7674,John,57,Brasília,DF,37127899800,08660581377465,True,True
7675,Susan,76,Afonso Cláudio,ES,63376047685,12594281640977,True,True
7676,Linda,37,Abadia De Goiás,GO,21156812232,08800200092906,True,True
7677,Gabrielle,23,Açailândia,MA,18627749515,39288289889200,True,True
7678,James,74,Abadia Dos Dourados,MG,02934852911,02770342864986,True,True
7679,Natasha,90,Água Clara,MS,69094837668,81178089625018,True,True
7680,Kayla,19,Acorizal,MT,30442968540,95261925500928,True,True
7681,Patricia,28,Abaetetuba,PA,46095706882,66518365610709,True,True
7682,Brenda,54,Água Branca,PB,54273098962,06783823632776,True,True
7683,Angela,36,Abreu E Lima,PE,30887719147,30447294889324,True,True
7684,Jorge,89,Acauã,PI,43743536749,28507127274750,True,True
7685,Robert,36,Abatiá,PR,73338586426,02465057220981,True,True
7686,Wesley,69,Angra Dos Reis,RJ,08907788502,30580074714493,True,True
7687,David,69,Acari,RN,52116604559,93290506292350,True,True
7688,Stephen,58,Alta Floresta D'Oeste,RO,47367512404,27297056108900,True,True
7689,Raymond,57,Amajari,RR,16002337598,26339131175587,True,True
7690,Danielle,18,Aceguá,RS,06535716406,69506205310335,True,True
7691,Beth,51,Abdon Batista,SC,91581921829,32249100996817,True,True
7692,Max,37,Amparo De São Francisco,SE,03489718186,99300983658926,True,True
7693,Ellen,57,Adamantina,SP,87976931385,41314027890905,True,True
7694,Robert,63,Abreulândia,TO,49404588571,12777105442745,True,True
7695,George,42,Acrelândia,AC,16805110092,12538718023751,True,True
7696,Dana,22,Água Branca,AL,83465405404,72962302251588,True,True
7697,Sharon,41,Alvarães,AM,96168963189,45044807252309,True,True
7698,Gregory,43,Serra Do Navio,AP,11062292316,31773524326508,True,True
7699,Sarah,32,Abaíra,BA,05807652371,94197902408021,True,True
7700,Curtis,27,Abaiara,CE,64456411309,88522822965383,True,True
7701,Eileen,60,Brasília,DF,45810946828,45991603778220,True,True
7702,John,86,Afonso Cláudio,ES,03105084282,02999142493578,True,True
7703,Gregory,21,Abadia De Goiás,GO,39476102381,70432241462130,True,True
7704,Edward,40,Açailândia,MA,07402068854,98068955219969,True,True
7705,Matthew,87,Abadia Dos Dourados,MG,90718937589,37915920207755,True,True
7706,Patricia,76,Água Clara,MS,85662787638,44799351024283,True,True
7707,Robin,61,Acorizal,MT,36000919727,91192434995465,True,True
7708,Nicholas,57,Abaetetuba,PA,14209161306,78358890575777,True,True
7709,Michael,67,Água Branca,PB,40754437876,22431038867260,True,True
7710,Michele,30,Abreu E Lima,PE,83654673643,53587926645990,True,True
7711,Andrew,51,Acauã,PI,96998119003,38064591846911,True,True
7712,Jill,22,Abatiá,PR,00255280920,75690652281942,True,True
7713,Gwendolyn,20,Angra Dos Reis,RJ,24467997601,27480436728177,True,True
7714,William,22,Acari,RN,70676902421,31626423740343,True,True
7715,Katherine,63,Alta Floresta D'Oeste,RO,27650969967,12545160703368,True,True
7716,Darlene,25,Amajari,RR,13215042096,00403271171758,True,True
7717,Cindy,71,Aceguá,RS,14877421262,67029841029770,True,True
7718,Kristen,52,Abdon Batista,SC,23330493836,87013760471823,True,True
7719,Valerie,80,Amparo De São Francisco,SE,47030812379,38708621635933,True,True
7720,Elizabeth,25,Adamantina,SP,56055610736,25343441506800,True,True
7721,Eugene,74,Abreulândia,TO,76509185997,74651165627804,True,True
7722,Diane,64,Acrelândia,AC,60944874193,42885388206810,True,True
7723,Melissa,86,Água Branca,AL,64641539863,91406157453716,True,True
7724,Kathleen,43,Alvarães,AM,88684492420,18554422327254,True,True
7725,Danny,87,Serra Do Navio,AP,32733965123,35952143857739,True,True
7726,Jamie,33,Abaíra,BA,95126642677,44660062245718,True,True
7727,Jeremy,25,Abaiara,CE,86937491611,69556132173461,True,True
7728,Jennifer,55,Brasília,DF,62761335155,96056649748033,True,True
7729,Karen,62,Afonso Cláudio,ES,66011790437,10908737772058,True,True
7730,Richard,89,Abadia De Goiás,GO,00261507001,62638671254905,True,True
7731,Mary,87,Açailândia,MA,07566672673,78221247655806,True,True
7732,Alyssa,59,Abadia Dos Dourados,MG,03063568562,90704005364394,True,True
7733,Barbara,49,Água Clara,MS,91740347749,97437733557043,True,True
7734,Robert,43,Acorizal,MT,78928873770,37436277113294,True,True
7735,Derek,28,Abaetetuba,PA,77328342404,40868188881989,True,True
7736,Karen,70,Água Branca,PB,23818304050,51182891810500,True,True
7737,Willie,63,Abreu E Lima,PE,42164628632,76702577108064,True,True
7738,Alyssa,53,Acauã,PI,24673134680,91060620191686,True,True
7739,Pamela,63,Abatiá,PR,72027859357,83669772114909,True,True
7740,Sharon,32,Angra Dos Reis,RJ,42850415880,34950122596063,True,True
7741,Robin,27,Acari,RN,66831520472,77360157479415,True,True
7742,Cheryl,72,Alta Floresta D'Oeste,RO,69824707174,73278247178559,True,True
7743,David,75,Amajari,RR,63131641487,46887297880443,True,True
7744,Jared,24,Aceguá,RS,96325663608,26474867523191,True,True
7745,Daniel,79,Abdon Batista,SC,45163781910,57029353789428,True,True
7746,Kaitlyn,79,Amparo De São Francisco,SE,88949619741,28117441253800,True,True
7747,Kristi,41,Adamantina,SP,53385705053,80353267599605,True,True
7748,Stephanie,54,Abreulândia,TO,92469931444,65210507847975,True,True
7749,Ashley,86,Acrelândia,AC,14743766303,12479889268199,True,True
7750,Nathan,72,Água Branca,AL,41896937314,56518173666795,True,True
7751,Denise,82,Alvarães,AM,04943398960,72925478825752,True,True
7752,Dana,37,Serra Do Navio,AP,21323475060,70491729411738,True,True
7753,Tracy,42,Abaíra,BA,64167306344,69754399561552,True,True
7754,Alex,21,Abaiara,CE,50066066735,54473509031302,True,True
7755,Dana,22,Brasília,DF,60246644516,56359680655799,True,True
7756,Jennifer,58,Afonso Cláudio,ES,36552516100,96750015147082,True,True
7757,Robert,42,Abadia De Goiás,GO,68422128985,99757049251820,True,True
7758,Jessica,36,Açailândia,MA,85348348228,61257433585322,True,True
7759,Angela,48,Abadia Dos Dourados,MG,43044394210,18242061387025,True,True
7760,Michelle,25,Água Clara,MS,16949822979,87224538352781,True,True
7761,Gene,70,Acorizal,MT,48479375116,80896821545509,True,True
7762,Erik,26,Abaetetuba,PA,62778838953,00824880919718,True,True
7763,Christina,63,Água Branca,PB,28380404483,79040366704540,True,True
7764,Brian,88,Abreu E Lima,PE,51323257500,47384577725340,True,True
7765,Christine,43,Acauã,PI,59567599173,28732462106883,True,True
7766,Marco,49,Abatiá,PR,41757314660,81315037119000,True,True
7767,Jamie,38,Angra Dos Reis,RJ,83925034900,85212245346430,True,True
7768,Cynthia,52,Acari,RN,94661246926,44078796269382,True,True
7769,Jessica,58,Alta Floresta D'Oeste,RO,68340125834,92833424131500,True,True
7770,John,41,Amajari,RR,44563197637,27766169092636,True,True
7771,David,53,Aceguá,RS,55364417794,12043633808856,True,True
7772,Kylie,87,Abdon Batista,SC,11636141811,68087877328761,True,True
7773,Robin,72,Amparo De São Francisco,SE,16138243943,32283269916881,True,True
